sim_time; tb3_1?world_angular_velocity/x
128,841;-0,000174843
128,842;-0,000205433
128,843;-0,0002745
128,844;-0,000422501
128,845;-0,000764712
128,846;-0,000368401
128,847;6,30E-05
128,848;0,000280409
128,849;0,000214482
128,85;-2,08E-05
128,851;-0,000263059
128,852;-0,000400354
128,853;-0,000404783
128,854;-0,00031368
128,855;-0,000189346
128,856;-8,48E-05
128,857;-2,77E-05
128,858;-1,99E-05
128,859;-4,78E-05
128,86;-9,24E-05
128,861;-0,000137241
128,862;-0,000171526
128,863;-0,000190422
128,864;-0,000193577
128,865;-0,000182934
128,866;-0,000164097
128,867;-0,000142544
128,868;-0,000122509
128,869;-0,000106611
128,87;-9,61E-05
128,871;-9,08E-05
128,872;-9,00E-05
128,873;-9,21E-05
